MID,DISCIPLINE,COMMONNAME,PHONE,WEBURL,LONGITUDE,LATITUDE,GSTREET,GCITY,GSTATE,GZIP5
8409401111,GMU,SPARK MUSEUM OF ELECTRICAL INVENTION, , ,-122.48084,48.75125,1312 BAY ST,BELLINGHAM,WA,98225
8409401112,GMU,WALMART MUSEUM, , ,-94.20916,36.37271,105 N MAIN ST,BENTONVILLE,AR,72712
8409401113,GMU,HENRY & SHIRLEY BELLMON LIBRARY & MUSEUM, , ,-97.42998,36.50663,MAIN & BROADWAY,BILLINGS,OK,74630
8409401114,GMU,MUSEUM OF CREATION TRUTH, , ,-96.18187,33.96818,3290 STATE ROAD,BOKCHITO,OK,74726
8409401115,GMU,AIRENS COMPANY MUSEUM, , ,-88.05676,44.16446,202 CALUMET STREET,BRILLION,WI,54110
8409401116,GMU,BRIC CONTEMPORARY ART, , ,-73.99179,40.69536,33 CLINTON ST,BROOKLYN,NY,11201
8409401117,GMU,LOGIC PUZZLE MUSEUM, , ,-88.27742,42.68042,533 MILWAUKEE AVE,BULINGTON,WI,53105
8409401118,GMU,TEXAS COTTON GIN MUSEUM, , ,-96.59457,30.18044,307 N MAIN ST,BURTON,TX,77835
8409401119,GMU,MARINE CORPS MECHANIZED MUSEUM, , ,-117.30124,33.29123,6212 VANDEGRIFT BLVD,CAMP PENDLETON NORTH,CA,92055
8409401120,GMU,MUSEUM OF FUR TRADE, , ,-102.99803,42.81601,6321 US-20,CHADRON,NE,69337
8409401121,GMU,JOHN RIVERS COMMUNICATION MUSEUM, , ,-79.93426,32.78447,58 GEORGE ST,CHARLESTON,SC,29424
8409401122,GMU,HOLLYWOOD SCI FI SCIENCE FICTION MUSEUM, , ,0,0, ,CHATSWORTH,CA,91311
8409401123,GMU,FOODSEUM, , ,-87.64911,41.92365,1035 W ATLGELD ST STE 3,CHICAGO,IL,60614
8409401124,GMU,AMERICAN NUMISMATIC ASSOCATION MONEY MUSEUM, , ,-104.82468,38.84546,818 N CASCADE AVE,COLORADO SPRINGS,CO,80903
8409401125,GMU,ZHARAKOS MUSEUM, , ,-85.92093,39.20162,329 WASHINGTON STREET,COLUMBUS,IN,47201
8409401126,GMU,MARSHFIELD SUN PRINTING MUSEUM, , ,-124.21176,43.37427,1049 N FRONT ST,COOS BAY,OR,97420
8409401127,GMU,NATIONAL MUSEUM OF WOODCARVING, , ,-103.6101,43.75789,12111 US 16,CUSTER,SD,57730
8409401128,GMU,VIDEOGAME HISTORY MUSEUM, ,HTTP://WWW.VGHMUSEUM.ORG,-96.8496,33.12865,8004 N DALLAS PWKY SUITE 100,FRISCO,TX,75034
8409401129,GMU,BRADFORD WASHBURN AMERICAN MOUNTAINERING MUSEUM, , ,-105.22291,39.75862,710 10TH ST,GOLDEN,CO,80401
8409401130,GMU,JC PENNY MUSEUM, , ,-93.99801,39.74431,312 N DAVIS ST,HAMILTON,MO,64644
8409401131,GMU,IWO JIMA MEMORIAL MUSEUM, , ,-97.67582,26.21465,320 N IWO JIMA BLVD,HARLINGEN,TX,78550
8409401132,GMU,HICKORY FURNITURE MART MUSEUM, , ,-81.33452,35.73561,243 3RD AVE NE,HICKORY,NC,28601
8409401133,GMU,PENNSYLVANIA COIN OPERATED GAMING HALL OF FAME AND MUSEUM, , ,-80.26003,40.58812,2284 BRODHEAD ROAD SUITE 10B,HOPEWELL TOWNSHIP,PA,15001
8409401134,GMU,MUSEUM OF ANCIENT BRICK, , ,-82.38428,36.3603,3015 BRISTOL HWY,JOHNSON CITY,TN,37602
8409401136,GMU,HYRDROPLANE & RACEBOAT MUSEUM, , ,-122.25907,47.42661,5917 S 196TH ST,KENT,WA,98032
8409401137,GMU,NATIONAL PRESIDENTIAL WAX MUSEUM, , ,-103.38515,43.88698,609 HWY 16A,KEYSTONE,SD,57751
8409401138,GMU,MADAME TUSSAUD'S WAX MUSEUM, , ,-115.17196,36.1211,3377 S LAS VEGAS BLVD,LAS VEGAS,NV,89109
8409401140,GMU,ACADEMY OF MOTION PICTURE ARTS AND SCIENCES MUSEUM, , ,-118.3212,34.06144,4270 WILSHIRE BLVD,LOS ANGELES,CA,90010
8409401142,GMU,LOS ANGELES PUNK MUSEUM, ,HTTP://WWW.LAPUNKMUSEUM.COM,-118.34641,34.0977,7190 SUNSET BLVD,LOS ANGELES,CA,90046
8409401143,GMU,MUSEUM OF PUBLIC FICTION, , ,-118.20706,34.11163,749 AVE 50,LOS ANGELES,CA,90027
8409401144,GMU,WALT DISNEY'S BARN, , ,-118.28508,34.14914,5202 ZOO DRIVE,LOS ANGELES,CA,90027
8409401145,GMU,LOUISVILLE STONEWARE COMPANY MUSEUM, , ,-85.73481,38.24326,731 BRENT ST,LOUISVILLE,KY,40204
8409401147,GMU,DALE EARNHARDT MUSEUM, , ,-80.7541,35.56888,1675 DALE EARNHARDT,MOORESVILLE,NC,28115
8409401148,GMU,NATURAL BRIDGE WAX MUSEUM, , ,-79.51183,37.60221,70 WERT FAULKNER HWY,NATURAL BRIDGE,VA,24579
8409401149,GMU,BIG MAC MUSEUM, , ,-79.69268,40.32082,9061 ROUTE 30,NORTH HUNTINGDON,PA,15642
8409401150,GMU,FLORENCE GRISWOLD MUSEUM, , ,-72.32657,41.32499,96 LYME ST,OLD LYME,CT,6371
8409401151,GMU,MAN IN THE SEA MUSEUM, , ,-85.89708,30.22932,17314 PANAMA CITY BEACH PKWY,PANAMA CITY,FL,32413
8409401152,GMU,CATEPILLAR VISTORS CENTER, , ,-89.59305,40.69299,110 ST WASHINGTON STREET,PERORIA,IL,61629
8409401153,GMU,HERITAGE CENTER & DITCH WITCH MUSEUM, , ,-97.27563,36.28766,PO BOX 426,PERRY,OK,73077
8409401155,GMU,LUM & ABNER MUSEUM & JOT 'EM DOWN STORE, , ,-93.3173,34.01303,4562 AR-88,PINE RIDGE,AR,71962
8409401156,GMU,CONOCO MUSEUM, , ,-97.08962,36.6953,501 W SOUTH AVE,PONCA,OK,74601
8409401157,GMU,BILL AND MELINDA GATES FOUNDATION VISITOR CENTER, , ,-122.34764,47.62314,440 FIFTH AVENUE NORTH,SEATTLE,WA,98109
8409401158,GMU,TESLA SCIENCE CENTER AT WADRENCYLFFE, ,HTTP://WWW.TELSASCIENCECENTER.ORG,-72.89516,40.94857,PO BOX 552,SHOREHAM,NY,11786
8409401159,GMU,ST. LOUIS CARDINALS MUSEUM AND HALL OF FAME, , ,-90.33906,38.6022,700 CLARK AVE,ST LOUIS,MO,63102
8409401160,GMU,US 23 COUNTRY MUSIC HIGHWAY MUSEUM, , ,-82.87202,37.8199,KENTUCKY ROUTE 2275,STAFFORDSVILLE,KY,41256
8409401161,GMU,MUSEUM OF BANK HISTORY AT SUNTRUST BANK, , ,-79.07559,38.14916,2-14 W BEVERLEY ST,STAUNTON,VA,24401
8409401162,GMU,CLABBER GIRL BAKESHOP & MUSEUM, , ,-87.40444,39.46673,900 WABASH AVE,TERRE HAUTE,IN,47807
8409401163,GMU,VELVET ICE CREAM COMPANY MUSEUM & MILLING MUSEUM, , ,-82.44262,40.21453,11324 MT VERNON RD,UTICA,OH,43080
8409401164,GMU,RED SKELTON MUSEUM AND EDUCATION CENTER, , ,-87.5157,38.68825,200 RED SKELTON BLVD,VINCENNES,IN,47591
8409401165,GMU,FOLGER SHAKESPEARE LIBRARY, , ,-77.00279,38.88937,201 E CAPITOL ST SE,WASHINGTON,DC,20003
8409401166,GMU,MADAME TUSSAUD'S WAX MUSEUM, , ,-77.02666,38.89743,1001 F ST NW,WASHINGTON,DC,20004
8409401167,GMU,WASHINGTONIANA COLLECTION - DISTRICT OF COLUMBIA PUBLIC LIBRARY, , ,-77.02487,38.89845,901 G ST NW,WASHINGTON,DC,20001
8409401168,GMU,IDITAROD TRAIL SLED DOG RACE MUSEUM, , ,-149.45177,61.56479,2100 S KNIK-GOOSE BAY ROAD,WASILLA,AK,99687
8409401169,GMU,PLATEN PRESS PRINTING MUSEUM, , ,-87.82551,42.4398,3051 SHERIDAN ROAD,ZION,IL,60099
8409501286,GMU,A.M. AND ALMA FIEDLER MEMORIAL MUSEUM, , ,-97.98416,29.56956,1000 W COURT ST,SEGUIN,TX,78155
8409501287,GMU,ABILENE CHRISTIAN UNIVERSITY MUSEUM, , ,-99.71128,32.46643,ACU BOX 29115,ABILENE,TX,79699
8409501289,GMU,ACADEMY OF ART UNIVERSITY AUTO MUSEUM,8005442787, ,-122.40079,37.7878,79 NEW MONTGOMERY ST,SAN FRANCISCO,CA,94105
8409501291,GMU,UNIVERSITY OF MARYLAND MCKELDIN LIBRARY, , ,-76.95298,38.99233,LIBRARY LANE,COLLEGE PARK,MD,20742
8409501293,GMU,AFRICAN AMERICAN COLLECTION OF MAINE,2077536545,HTTP://USM.MAINE.EDU/FRANCO,-68.77152,44.8022,16 CENTRAL ST,BANGOR,ME,4401
8409501296,GMU,ALABAMA CATTLEMAN'S ASSOCIATION MUSEUM ,3342651867, ,-86.30106,32.37535,201 S BAINBRIDGE STREET,MONTGOMERY,AL,36102
8409501297,GMU,ALABAMA CENTER FOR TRADITIONAL CULTURE,3342424076,HTTP://ARTS.ALABAMA.GOV/CONTACT.ASPX,-86.30628,32.37878,201 MONROE STREET,MONTGOMERY,AL,36130
8409501299,GMU,ALABAMA FAN CLUB AND MUSEUM, , ,-85.72543,34.43359,101 GLENN BOULEVARD SW,FORT PAYNE,AL,35967
8409501300,GMU,ALABAMA HUMANITIES FOUNDATION,2055583980,HTTP://WWW.ALABAMAHUMANITIES.ORG/,-86.79191,33.50116,1100 IRELAND WAY SUITE #202,BIRMINGHAM,AL,35205
8409501302,GMU,ALABAMA JUDICIAL DEPARTMENT MUSEUM,3342424347, ,-86.30496,32.37744,300 DEXTER AVENUE,MONTGOMERY,AL,36130
8409501303,GMU,ALABAMA MUSIC HALL OF FAME,2563814417,HTTP://WWW.ALAMHOF.ORG/VISIT/DIRECTIONS/,-87.69496,34.71624,617 HIGHWAY 72 WEST,TUSCUMBIA,AL,35674
8409501304,GMU,ALABAMA RURAL HERITAGE CENTER,3346273388,HTTP://WWW.RURALHERITAGECENTER.COM/,-87.61395,32.25179,133 SIXTH AVENUE,THOMASTON,AL,36783
8409501305,GMU,ALABAMA WOMEN'S HALL OF FAME,3346835156, ,-87.31662,32.63066,302 BIBB STREET,MARION,AL,36756
8409501306,GMU,ALBERT R. MANN LIBRARY, , ,-76.48598,42.44561,237 MANN DRIVE CORNELL UNIVERSITY,ITHACA,NY,14853
8409501307,GMU,ALBERTVILLE MUSEUM,2568780605,HTTP://WWW.CITYOFALBERTVILLE.COM/191/ALBERTVILLE-MUSEUM.ASPX,-86.21514,34.26948,610 WEST MAIN STREET,ALBERTVILLE,AL,35950
8409501309,GMU,ALDRICH COAL MINE MUSEUM,2056652886,HTTP://WWW.SHELBYCOUNTYTOURISM.ORG/FACILITIES.ASPX?PAGE=DETAIL&RID=30,-86.89296,33.10796,137 HIGHWAY 203,MONTEVALLO,AL,35115
8409501310,GMU,ALEXANDAR CAMPELL MANSION,3048297000,HTTP://WWW.BETHANYWV.EDU/ABOUT-BETHANY/HISTORIC/CAMPBELL-MANSION/,-80.56003,40.19881,31 E CAMPUS DR,BETHANY,WV,26032
8409501313,GMU,AMERICAN MUSEUM OF NURSING, , ,-112.53852,33.69121,UNIVERSITY DRIVE AND MILL AVENUE,TEMPE,AZ,85287
8409501315,GMU,AMERICAN UNIVERSITY MUSEUM,2028851300,HTTP://WWW.AMERICAN.EDU/CAS/MUSEUM/,-77.08947,38.93694,4400 MASSACHUSETTS AVE N,WASHINGTON,DC,20016
8409501316,GMU,ANNETTE GREEN PERFUME MUSEUM,2136235821,HTTP://FIDMMUSEUM.ORG,-118.26,34.04417,919 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015
8409501317,GMU,ANNISTON SOIL PIPE MUSEUM, , ,-85.85943,33.65864,NOBLE STREET,ANNISTON,AL,36201
8409501318,GMU,ANNMARY BROWN MEMORIAL,4018632942, ,-71.3833,41.82923,164 ANGELL ST,PROVIDENCE,RI,2912
8409501320,GMU,ARCHIVES AND MUSEUM, , ,-88.44183,33.48051,1100 COLLEGE STREET MUW-,COLUMBUS,MS,39701
8409501322,GMU,ARIZONA STATE MUSEUM,5206216302,HTTP://WWW.STATEMUSEUM.ARIZONA.EDU,-110.95667,32.23796,1013 EAST UNIVERSITY BOULEVARD,TUCSON,AZ,85721
8409501324,GMU,ARKANSAS STATE UNIVERSITY MUSEUM,8709722074,HTTP://WWW.ASTATE.EDU/A/MUSEUM/,-90.72578,35.82917,320 UNIVERSITY LOOP CIRCLE,JONESBORO,AR,72401
8409501325,GMU,ARKANSAS TECH UNIVERSITY MUSEUM,4799680237,HTTP://WWW.ATU.EDU/MUSEUM/,-93.13613,35.29308,1605 NORTH COLISEUM DRIVE,RUSSELLVILLE,AR,72801
8409501326,GMU,ARMSTRONG BROWNING LIBRARY AND MUSEUM,2547103566,HTTP://WWW.BROWNINGLIBRARY.ORG,-97.12248,31.54632,1 BEAR PL UNIT 97043,WACO,TX,76798
8409501327,GMU,ARMY AVIATION MUSEUM,3345982508,HTTP://WWW.ARMYAVIATIONMUSEUM.ORG/,-85.71978,31.34936,NOVOSEL ST,FORT RUCKER,AL,36362
8409501328,GMU,ARTHROPOD MUSEUM AT DELAWARE VALLEY COLLEGE,8002335825, ,-75.16559,40.30006,700 E BUTLER AVE,DOYLESTOWN,PA,18901
8409501331,GMU,AU HO-NIEN MUSEUM, ,HTTP://WWW.UINDY.EDU/CAS/ART-DESIGN/RANSBURG_GALLERY.PHP,-86.13724,39.7084,1400 E HANNA AVE,INDIANAPOLIS,IN,46227
8409501332,GMU,AUBURN HEIGHTS PRESERVE,3022395687,HTTP://WWW.DESTATEPARKS.COM/ATTRACTIONS/AUBURN-HEIGHTS/,-75.65551,39.79614,3000 CREEK ROAD,YORKLYN,DE,19736
8409501333,GMU,AUDIE L. MURPHY GUN MUSEUM,9034541990,HTTP://COTTONMUSEUM.COM,-96.11017,33.14223,600 INTERSTATE HIGHWAY 30,HILLSBORO,TX,75401
8409501334,GMU,AUTHUR M. SACKLER MUSEUM,6174959400,HTTP://WWW.HARVARDARTMUSEUMS.ORG,-71.11216,42.36977,1033 MASSACHUSETTS AVE S,CAMBRIDGE,MA,2138
8409501335,GMU,BABYLON GREAT HALL, ,HTTP://WWW.CARROLLCC.EDU/CAMPUS/GALLERIES/DEFAULT.ASP,-76.99378,39.53031,1601 WASHINGTON RD,WESTMINSTER,MD,21157
8409501338,GMU,BARRINGTON LIVING HISTORY FARM,9368782213, ,-96.19086,30.28726,PO BOX 305,WASHINGTON,TX,77880
8409501340,GMU,BEARCAT SPORTS MUSEUM,6605621212, ,-94.88286,40.35298,800 UNIVERSITY DRIVE,MARYVILLE,MO,64468
8409501344,GMU,BELMONT MANSION,6154605459,HTTP://WWW.BELMONTMANSION.COM/,-86.79568,36.13398,1900 BELMONT BLVD,NASHVILLE,TN,37212
8409501345,GMU,BENEDICTINE COLLEGE MUSUEM,6308296569,HTTP://WWW.BEN.EDU/MUSEUM/,-95.11506,39.57365,1020 N 2ND ST,ATCHISON,KS,66002
8409501346,GMU,BENT'S OLD FORT,7193835010, ,-103.5451,37.986,35110 HWY 194,EAST LA JUNTA,CO,81050
8409501347,GMU,BEREA COLLEGE MUSEUM,8599853000, ,-84.29282,37.56846,PO BOX 2206,BEREA,KY,40404
8409501350,GMU,BILLY GRAHAM CENTER MUSEUM,6307525909,HTTP://WWW.WHEATON.EDU/BGCMUSEUM,-88.09879,41.8674,501 COLLEGE AVE,WHEATON,IL,60187
8409501351,GMU,BIRKS MUSEUM,2174246337,HTTPS://WWW.MILLIKIN.EDU/ACADEMICS/CFA/PAGES/BIRKSMUSEUM.ASPX,-88.9752,39.84117,1184 W MAIN ST,DECATUR,IL,62522
8409501352,GMU,BJORKLUNDEN CHAPEL,9208392216,HTTP://WWW.LAWRENCE.EDU/S/BJORKLUNDEN,-88.40343,44.26178,711 E BOLDT WAY,APPLETON,WI,54911
8409501353,GMU,BLACKWATER DRAW MUSEUM,5755622202, ,-103.33545,34.18263,PORTALES,PORTALES,NM,88130
8409501355,GMU,BLUE RIDGE INSTITUTE AND MUSEUM,5403654412, ,-80.04658,36.9071,PO BOX 1000,FERRUM,VA,24088
8409501356,GMU,BLUE SLOPE COUNTRY MUSEUM,8603773740,HTTP://WWW.BLUESLOPE.COM,-72.17194,41.58876,138 BLUE HILL ROAD,FRANKLIN,CT,6254
8409501357,GMU,BO BARTLETT CENTER,7065078800, ,-84.93818,32.50429,4225 UNIVERSITY AVENUE,COLUMBUS,GA,31907
8409501358,GMU,BOLDUC HOUSE MUSEUM,5738833105,HTTP://BOLDUCHOUSE.ORG/,-90.04301,37.97862,125 SOUTH MAIN STREET STE,GENEVIEVE,MO,63670
8409501359,GMU,BUFFALO NIAGARA HERITAGE VILLAGE,7166891440,HTTP://WWW.AMHERSTMUSEUM.ORG,-78.73231,43.08387,3755 TONAWANDA CREEK ROAD,AMHERST,NY,14228
8409501361,GMU,BURRITT ON THE MOUNTAIN,2565120144,HTTP://WWW.BURRITTONTHEMOUNTAIN.COM,-86.53769,34.72003,3101 BURRITT DRIVE,HUNTSVILLE,AL,35801
8409501362,GMU,BUSCH-REISINGER MUSEUM,6174959400,HTTP://WWW.HARVARDARTMUSEUMS.ORG,-71.11216,42.36977,1033 MASSACHUSETTS AVE S,CAMBRIDGE,MA,2138
8409501364,GMU,C. H. NASH MUSEUM-CHUCALISSA,9017853160, ,-90.12898,35.06241,1987 INDIAN VILLAGE DRIVE,MEMPHIS,TN,38109
8409501365,GMU,CABLE CENTER,7205027500, , , ,2199 S UNIVERISTY BLVD,DENVER,CO,80208
8409501366,GMU,CAMLANN MEDIEVAL ASSOCIATION,4257881945,HTTP://WWW.CAMLANN.ORG,-121.90436,47.68991,10320 KELLY RD NE,CARNATION,WA,98014
8409501367,GMU,CAMMIE G. HENRY RESEARCH CENTER, , ,-93.10124,31.75506,UNIVERSITY PARKWAY,NIATCHITOCHES,LA,71497
8409501368,GMU,CARL N. GORMAN MUSEUM,5307526567,HTTP://GORMANMUSEUM.UCDAVIS.EDU/,-121.75788,38.55537,ONE SHIELDS AVENUE - TAX,DAVIS,CA,95616
8409501370,GMU,CATHERINE G. MURPHY,6316906644, ,-93.16083,44.93567,2004 RANDOLPH AVENUE F-0,ST PAUL,MN,55105
8409501372,GMU,CENTER OF SOUTHWEST STUDIES MUSEUM,9702477422,HTTPS://SWCENTER.FORTLEWIS.EDU,-107.86911,37.28034,1000 RIM DRIVE,DURANGO,CO,81301
8409501375,GMU,CHARLES H. TEMPLETON SR. MUSIC MUSEUM,6623257668,HTTP://LIBRARY.MSSTATE.EDU/TEMPLETONMUSEUM,-88.7844,33.45652,PO BOX 5227,MS STATE UNI,MS,39762
8409501376,GMU,CHARLES R. CONNER MUSEUM,5093353553, ,-117.16624,46.7244,FRENCH ADMINISTRATION BUILDING,PULLMAN,WA,99164
8409501377,GMU,CHATTANOOGA STATE MUSEUM, ,HTTP://WWW.COCC.EDU/LIBRARY/ART/ROTUNDA-GALLERY/LIBRARY-EXHIBITS-AND-ART-GALLERY/,-85.23781,35.0965,4501 AMNICOLA HWY,CHATTANOOGA,TN,37406
8409501379,GMU,CHRISTY WOODS,7652891241,HTTP://CMS.BSU.EDU/ACADEMICS/CENTERSANDINSTITUTES/FSEEC/PROPERTIES/CHRISTYWOODS,-85.40904,40.19774,2000 W UNIVERSITY AVE,MUNCIE,IN,47306
8409501380,GMU,CINCINNATI CHRISTIAN UNIVERSITY MUSEUM, , ,-84.55557,39.1114,2700 GLENWAY AVE,CINCINNATI,OH,45204
8409501382,GMU,CITADEL MUSEUM,8432253294, ,-79.92995,32.78059,171 MOULTRIE STREET,CHARLESTON,SC,29409
8409501385,GMU,COGGESHALL FARM MUSEUM,4012539062,HTTP://WWW.COGGESHALLFARM.ORG,-71.30408,41.67403,1 COLT DRIVE,BRISTOL,RI,2809
8409501386,GMU,COLLECTION OF SCIENTIFIC INSTRUMENTS,6174952779,HTTP://CHSI.HARVARD.EDU/,-71.11216,42.36977,1033 MASSACHUSETTS AVE S,CAMBRIDGE,MA,2138
8409501387,GMU,COLONIAL PA PLANTATION,6105661725,HTTP://WWW.COLONIALPLANTATION.ORG,-75.40172,39.91803,RIDLEY CREEK STATE PARK,MEDIA,PA,19063
8409501391,GMU,CONFEDERATE RESEARCH CENTER AND MUSEUM,2546597500,HTTP://HILLCOLLEGE.EDU,-97.0878,32.00975,112 LAMAR DRIVE,HILLSBORO,TX,76645
8409501392,GMU,CONNER PRAIRIE INTERACTIVE HISTORY PARK RESEARCH DEPT,3177766000,HTTP://WWW.CONNERPRAIRIE.ORG,-86.0253,39.98359,13400 ALLISONVILLE ROAD,FISHERS,IN,46038
8409501393,GMU,CONNER PRAIRIE PARK,3177766000,HTTP://WWW.CONNERPRAIRIE.ORG,-84.91992,39.82555,801 NATIONAL RD W,RICHMOND,IN,47374
8409501394,GMU,CONOCOCHEAGUE INSTITUTE,7173283467,HTTP://WWW.CONOCOCHEAGUE.ORG/,-77.87796,39.73907,12995 BAIN ROAD,MERCERSBURG,PA,17236
8409501395,GMU,COOK-HAYMAN PHARMACY MUSEUM,3042935101,HTTP://WWW.AMERICANHERITAGE.COM/CONTENT/COOK-HAYMAN-PHARMACY-MUSEUM,-79.95663,39.64011,PO BOX 6005,MORGANTOWN,WV,26506
8409501398,GMU,CRIMINAL JUSTICE MUSEUM, , ,-120.43337,34.9377,303 PLAZA DRIVE,SANTA MARIA,CA,93454
8409501399,GMU,CROSBY MUSEUM,5093284220, ,-117.40221,47.66712,502 E BOONE AVE,SPOKANE,WA,99258
8409501400,GMU,CULLIS AND GLADYS WADE CLOCK MUSEUM,6623255198,HTTP://WWW.VISIT.MSSTATE.EDU/CLOCKMUSEUM,-88.7844,33.45652,PO BOX 5227,MS STATE UNI,MS,39762
8409501401,GMU,CULTURE & HERITAGE MUSEUMS HISTORIC BRATTONSVILLE,8036842327,HTTP://WWW.CHMUSEUMS.ORG,-81.18202,34.87464,1444 BRATTONSVILLE RD,MCCONNELLS,SC,29726
8409501404,GMU,DD LIVING HISTORY FARM,8603540649, ,-73.30219,41.56295,102 PAINTERS HILL ROAD,ROXBURY,CT,6783
8409501406,GMU,DE SAISSET MUSEUM, , ,-121.93652,37.34792,500 EL CAMINO REAL,SANTA CLARA,CA,95053
8409501407,GMU,DENISON MUSEUM,7405876255, ,-82.53058,40.06649,PO BOX 734,GRANVILLE,OH,43023
8409501408,GMU,DENNOS MUSEUM CENTER, , ,-85.58341,44.76426,1701 E FRONT ST,TRAVERSE CITY,MI,49686
8409501409,GMU,DENTAL MUSEUM,4126244141,HTTP://DREXEL.EDU/UCOMM/ABOUT/DREXEL-COLLECTION/,-79.95837,40.44158,116 ATWOOD STREET STE 20,PITTSBURGH,PA,15213
8409501410,GMU,DESIGN MUSEUM,5307526150,HTTP://ARTS.UCDAVIS.EDU/DESIGN-MUSEUM,-121.75788,38.55537,ONE SHIELDS AVENUE - TAX,DAVIS,CA,95616
8409501411,GMU,DIABLO VALLEY COLLEGE MUSEUM,9256851230, ,-122.07,37.97135,321 GOLF CLUB ROAD,PLEASANT HILL,CA,94523
8409501412,GMU,DOAK-JOHNSON- HERITAGE MUSEUM, , ,-82.8485,36.12126,PO BOX 5100,GREENEVILLE,TN,37743
8409501413,GMU,DONNELLY HUSKEY HERITAGE SPORTS MUSEUM,8604869097,HTTP://WWW.UCONNHUSKIES.COM,-72.24526,41.80608,2384 ALUMNI DRIVE,STORRS,CT,6269
8409501414,GMU,DR. SAMUEL D. HARRIS NATIONAL MUSEUM OF DENTISTRY,4107060600,HTTP://WWW.DENTAL.UMARYLAND.EDU/MUSEUM/INDEX.HTML/,-76.62362,39.28954,31 SOUTH GREENE STREET,BALTIMORE,MD,21201
8409501415,GMU,DREXEL COLLECTION,2158952000,HTTP://DREXEL.EDU/DREXELCOLLECTION/,-75.18805,39.95789,3201 ARCH ST STE 400,PHILADELPHIA,PA,19104
8409501417,GMU,DUNN-SEILER MUSUEM,6623253915, ,-88.7844,33.45652,PO BOX 5227,MS STATE UNI,MS,39762
8409501418,GMU,DURRELL MUSEUM,9375442880, ,-84.51674,39.13111,4274 WAGGONER RIFFLE ROAD,CINCINNATI,OH,45221
8409501419,GMU,E.M. VIOLETTE MUSEUM, , ,-92.5827,40.19015,100 E NORMAL,KIRKSVILLE,MO,63501
8409501420,GMU,EAST TEXAS OIL MUSEUM,9039838295,HTTP://WWW.EASTTEXASOILMUSEUM.COM,-94.87295,32.37698,1100 BROADWAY BOULEVARD,KILGORE,TX,75662
8409501422,GMU,EDDIE G. ROBINSON MUSEUM,3182742210,HTTP://WWW.ROBINSONMUSEUM.COM,-92.71392,32.52493,126 JONES ST,GRAMBLING,LA,71245
8409501423,GMU,EICHOLD-HEUSTIS MEDICAL MUSEUM OF THE SOUTH, , ,-88.17356,30.69757,307 N UNIVERSITY BLVD,MOBILE,AL,36688
8409501425,GMU,ELEANOR D. WILSON MUSEUM,5403626532, ,-79.94086,37.3517,PO BOX 9658,ROANOKE,VA,24020
8409501427,GMU,ELLSWORTH COMMUNITY COLLEGE MUSEUM,6419397107,HTTP://WWW.IAVALLEY.EDU,-93.26046,42.51953,203 WASHINGTON STREET,IOWA FALLS,IA,50627
8409501428,GMU,ELMER H. GRIMM SR. PHARMACY MUSEUM,4126482628,HTTP://WWW.PHARMACY.PITT.EDU,-79.95837,40.44158,116 ATWOOD STREET STE 20,PITTSBURGH,PA,15213
8409501429,GMU,ELMHURST COLLEGE ART COLLECTION,6306173160,HTTP://LIBRARY.ELMHURST.EDU/FRIENDLY.PHP?S=HOME,-87.94487,41.89599,190 S PROSPECT AVE,ELMHURST,IL,60126
8409501430,GMU,ELSING MUSEUM,9184956161, ,-95.90847,36.10084,6201 E 43RD ST,TULSA,OK,74135
8409501431,GMU,EMILY DICKINSON MUSEUM,4135428161,HTTPS://WWW.EMILYDICKINSONMUSEUM.ORG,-72.52669,42.34683,PO BOX 5000,AMHERST,MA,1002
8409501432,GMU,ESSIG MUSEUM OF ENTOMOLOGY,5106430804,HTTP://ESSIG.BERKELEY.EDU/,-122.26644,37.87426,2195 HEARST AVE ROOM 120,BERKELEY,CA,94720
8409501433,GMU,ESTHER ALLEN GREER MUSEUM, ,HTTP://WWW.RIO.EDU/FINE-ARTS/GREER-MUSEUM.CFM,-82.37737,38.88252,218 N COLLEGE AVE,RIO GRANDE,OH,45674
8409501434,GMU,ESTHER THOMAS ATKINSON MUSEUM,4342236134,HTTP://WWW.HSC.EDU/MUSEUM.HTML,-78.46032,37.2423,PO BOX 127,HMPDEN SYDNE,VA,23943
8409501435,GMU,ETHNOMUSICOLOGY INSTRUMENT MUSEUM AND ARCHIVE, , ,-157.81993,21.29943,2440 CAMPUS ROAD,HONOLULU,HI,96822
8409501436,GMU,EVELYN BURROW MUSEUM,2563528457,HTTP://WWW.BURROWMUSEUM.ORG,-86.7792,34.07372,801 MAIN STREET NW,HANCEVILLE,AL,35077
8409501437,GMU,EXCHANGE PLACE,4232886071,HTTP://WWW.EXCHANGEPLACE.INFO,-82.53371,36.4841,754 ROCK SPRINGS ROAD,KINGSPORT,TN,37664
8409501439,GMU,F. DONALD KENNEY MUSEUM,7163754030, ,-78.47461,42.08015,3261 W STATE RD,ST BONAS,NY,14778
8409501441,GMU,FASHION INSTITUTE OF DESIGN & MERCHANDISING MUSEUM,2136235821,HTTP://FIDMMUSEUM.ORG,-118.26,34.04417,919 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015
8409501442,GMU,FEET FIRST EXHIBIT,8475788417, ,-87.86078,42.29895,3333 GREEN BAY RD,NORTH CHICAG,IL,60064
